cap_max,cap_min,ub_in,sink,fixed_source,sink_fixed,cap
1313100,1298800,291200,0,0.0035226413,829.49,14300
1309400,1302100,290560,3913.3,0,118.25,7300
1305600,1301800,289910,4049.9,0,151.74,3800
1297200,1295100,287410,8629.2,0,349.75,2100
1234400,1232600,274770,63443,0,464.88,1800
1129700,1125400,250700,108070,0,2915.4,4300
987530,978640,218920,149420,0,7875.2,8890
970700,954770,215700,29495,0,10488,15930
949950,930940,211320,32842,0,10554,19010
912510,894120,205810,47300,0,8704.7,18390
897910,880500,201550,23848,0,10112,17410
875520,857560,197360,31562,0,8579.4,17960
872220,850200,196230,15525,0,14184,22020
875200,850200,197170,10171,0,13422,25000
881370,852310,198500,9460.1,0,13588,29060
839700,807230,188130,57983,0,14299,32470
862070,821330,191770,0,0.0008428379,19634,40740
954770,901710,211950,0,0.0299660707,23694,53060
1062300,1000200,234580,0,0.0378985602,20858,62100
1140400,1073700,255400,0,0.0270890426,15562,66700
1170900,1109300,261800,0,0.0093653486,9253,61600
1200800,1153200,269090,0,0.0099582409,6771.7,47600
1247700,1213000,278810,0,0.0180651616,5381.4,34700
1274700,1253200,284450,0,0.0107729784,1809.4,21500
1279900,1267900,285900,0,0.0017253034,1037.9,12000
1276500,1269900,285190,3637.2,0,59.591,6600
1271800,1268400,284350,4688.6,0,193.22,3400
1259700,1258100,281160,12188,0,272.2,1600
1208200,1206600,270170,52296,0,786.98,1600
1082900,1079900,240980,127630,0,3337.3,3000
946710,938170,210000,143520,0,8357.3,8540
941410,924710,208080,18300,0,12505,16700
905970,888120,200730,46287,0,9792.8,17850
893450,877610,197660,21419,0,6813.4,15840
852360,835000,190700,50507,0,9472.9,17360
842150,822600,187370,21032,0,11076,19550
842160,820470,184900,11631,0,12523,21690
838980,813930,186930,16937,0,13159,25050
821110,793720,179750,30932,0,14103,27390
795280,765430,176910,39639,0,18165,29850
803030,764580,180790,11814,0,20312,38450
908800,857840,203830,0,0.0353299404,22727,50960
1005900,946590,223740,0,0.0331806516,23026,59310
1094700,1027200,247350,0,0.0306337814,16666,67500
1156300,1092300,259410,0,0.0222745661,11047,64000
1193500,1141800,266950,0,0.012743486,7959.3,51700
1227400,1186700,275530,0,0.0117812867,6089,40700
1251800,1223900,280710,0,0.0092670408,2630,27900
1259500,1243400,282640,0,0.0029487581,917.06,16100
1258100,1249100,282360,1421.5,0,216.34,9000
1254700,1249900,281860,3469.7,0,215.36,4800
1247800,1245500,280290,7216.2,0,276.02,2300
1185300,1183700,265420,62870,0,564.85,1600
1080000,1075700,241510,108920,0,3888.5,4300
931620,921750,211020,156560,0,7767.5,9870
909060,893210,208090,35093,0,10658,15850
879340,862940,198910,39890,0,11848,16400
838950,822620,186810,49600,0,8838.6,16330
831680,813260,185740,18253,0,11784,18420
798040,776180,179510,45561,0,10594,21860
845380,818390,189760,0,0.0137343947,13131,26990
832740,804980,186270,26476,0,12800,27760
855080,822870,188830,0,0.0024333812,16976,32210
856520,817490,187250,17966,0,17953,39030
868400,822660,189930,8665.1,0,22145,45740
999240,934280,219560,0,0.0433346383,26867,64960
1091700,1014400,240350,0,0.0281913089,26915,77300
1183000,1098300,261200,0,0.0307760233,22660,84700
1231300,1149400,272530,0,0.0154687024,11757,81900
1258400,1187200,278420,0,0.007765888,7640,71200
1291400,1237800,287400,0,0.0112153639,7098.3,53600
1317700,1280000,292750,0,0.0098668929,3491.3,37700
1320800,1297800,292740,0,0.0004985863,1466.5,23000
1312000,1298600,291620,9430.1,0,496.48,13400
1308200,1300200,290740,3890.6,0,206.4,8000
1300000,1295800,288820,8506,0,61.053,4200
1290000,1287900,285900,10258,0,88.541,2100
1266400,1264300,280390,24877,0,2149.7,2100
1208000,1205400,267370,60088,0,1420.9,2600
1108200,1104300,245300,102720,0,3930,3900
987890,980510,218290,126730,0,5747.3,7380
873630,862740,194500,123130,0,9127.5,10890
869100,850800,190280,18394,0,14941,18300
844330,822030,187440,39039,0,14308,22300
816170,790010,178070,41843,0,15830,26160
862390,828530,188700,0,0.0127761103,18029,33860
899910,857140,197480,0,0.007768933,17624,42770
931660,881600,206620,0,0.0060220105,15691,50060
939450,883530,210210,7114.2,0,16076,55920
985240,921300,220990,0,0.012838749,16657,63940
1046300,976910,234400,0,0.0196946366,15880,69390
1088700,1018000,244640,0,0.0132489451,12622,70700
1110100,1043500,250510,0,0.0054682674,8402.9,66600
1132500,1072800,255570,0,0.0065814085,7802,59700
1136400,1084600,258100,1540.4,0,6172,51800
1185700,1142600,268860,0,0.0189603724,5724.4,43100
1188100,1155700,269850,0,0.0003758972,2051.8,32400
1187200,1165100,269890,1320.8,0,694.57,22100
1181700,1168600,268530,5582.5,0,57.03,13100
1180100,1172300,268240,2070.7,0,122.88,7800
1168400,1163200,265460,11669,0,246.87,5200
1164500,1160200,264630,4694.2,0,456.14,4300
1153700,1151200,262790,11117,0,812.08,2500
1111600,1110000,253650,42841,0,1772.8,1600
1033100,1029300,234900,81738,0,2822.9,3800
978040,969640,222580,61521,0,6118.4,8400
954240,938520,216750,34100,0,9955.3,15720
945820,924720,213500,19639,0,10923,21100
946180,920160,213780,12115,0,12392,26020
954190,922510,213840,5698.2,0,12303,31680
944330,906420,212560,24652,0,15658,37910
995640,950320,221860,0,0.0144825786,15258,45320
984800,935340,220370,26305,0,14702,49460
987960,934010,221800,11475,0,17220,53950
1042100,984170,233920,0,0.0168893819,16134,57930
1090600,1031200,244270,0,0.0152416373,13884,59400
1120800,1068100,251510,0,0.0087650616,9080.6,52700
1145700,1102700,256660,0,0.0079690287,7211.1,43000
1172300,1139600,261710,0,0.0094667015,5836,32700
1175200,1153900,263060,0,0.0004468224,2180.1,21300
1191000,1178300,266400,0,0.0060281004,1365,12700
1191700,1184600,266480,0,0.0001029318,409.05,7100
1192000,1188900,266140,0,4.2991865674888E-005,305.96,3100
1181500,1179900,264120,10670,0,260.95,1600
1127400,1126300,253060,54617,0,815.43,1100
1040200,1035800,233190,90942,0,3294.6,4400
909690,898850,202820,139780,0,8923.1,10840
903210,885480,201240,20380,0,14792,17730
875540,859080,196770,37569,0,11127,16460
830650,815480,185230,53620,0,10461,15170
840590,822770,186550,1781,0,11049,17820
805820,788250,177390,45332,0,12737,17570
829830,804410,182860,0,0.0037941624,15983,25420
823610,795620,182820,21684,0,13742,27990
811350,778790,182250,29082,0,15834,32560
794260,758540,177530,33962,0,17367,35720
832380,785930,188550,0,0.0067941189,22318,46450
939440,881150,212900,0,0.0346383053,27955,58290
1033000,964980,236900,0,0.0299873853,25617,68020
1127300,1053300,256560,0,0.0323985384,18843,74000
1176500,1106400,266590,0,0.0162612554,11334,70100
1191700,1136200,271100,0,0.0033592588,7038.3,55500
1237100,1197100,281990,0,0.0168023837,5524,40000
1265700,1239100,287040,0,0.0108551916,3747.1,26600
1274500,1259300,288940,0,0.0032880073,1007,15200
1271500,1264100,288250,3155.3,0,222.69,7400
1268900,1265200,287160,2835.1,0,54.516,3700
1262300,1260500,286080,6639.1,0,58.505,1800
1198100,1197200,270960,64409,0,535.66,900
1079400,1075700,244990,121850,0,3144.6,3700
937870,929640,212250,148660,0,7602.2,8230
930660,912750,210440,21740,0,12236,17910
894020,876680,202970,46704,0,10357,17340
857160,840170,193740,46846,0,8913.6,16990
836060,820510,188080,30268,0,11483,15550
808920,789730,182580,37984,0,9570.7,19190
816680,794350,183210,4788,0,13449,22330
811970,787950,185730,17689,0,11720,24020
813060,787480,184810,12466,0,14766,25580
782080,751480,179530,46878,0,15248,30600
828360,789080,188040,0,0.0113184567,20913,39280
896030,846800,203540,0,0.019812084,23970,49230
1007300,946610,227440,0,0.0386015051,17526,60690
1101500,1034200,251090,0,0.0329918657,16633,67300
1151600,1088100,261770,0,0.0170050894,8470.7,63500
1193500,1141100,270230,0,0.0149240941,7146.7,52400
1235500,1194800,281030,0,0.0156848928,5312.2,40700
1253000,1227300,283940,0,0.0065505242,2055.6,25700
1259900,1246000,285200,0,0.0024673105,1013.6,13900
1259300,1251600,285130,842.92,0,112.86,7700
1256400,1252400,284550,2980,0,121.92,4000
1248800,1246900,282370,7929.2,0,295.96,1900
1186500,1184700,268640,62887,0,343.78,1800
1097100,1092300,249150,93181,0,2733.3,4800
973510,964580,221000,130820,0,6489.7,8930
948230,933020,213840,36517,0,11504,15210
912280,896840,207910,44957,0,11097,15440
866160,852200,199090,54302,0,8710.1,13960
858720,841310,196440,18279,0,10116,17410
828690,811200,190740,39370,0,10179,17490
833740,812340,191300,6947.1,0,13191,21400
845140,819480,190750,3299.1,0,13670,25660
849590,821230,189990,11175,0,14193,28360
854060,822400,191820,11256,0,14412,31660
874680,833280,194910,120.01,0,19132,41400
961470,910010,214140,0,0.0280586367,21386,51460
1052700,991020,237130,0,0.0306076819,19860,61680
1149400,1082200,257300,0,0.0348123015,16933,67200
1198300,1136400,269590,0,0.0165635739,10459,61900
1236200,1184600,276580,0,0.0133128888,7203.4,51600
1265900,1228100,283880,0,0.0107164296,5666.9,37800
1290400,1265200,288950,0,0.0094140676,2507.7,25200
1300600,1285700,290850,0,0.0038553656,1010.7,14900
1297600,1289000,289910,3149.6,0,163.47,8600
1292200,1287700,288810,5460.1,0,106.54,4500
1279800,1277100,286690,12602,0,224.94,2700
1214600,1213100,272310,65728,0,420.77,1500
1106900,1103300,247710,110840,0,3312.4,3600
974550,964960,219070,140440,0,7403.4,9590
967680,951790,215500,18166,0,10969,15890
964760,947130,214770,13765,0,10915,17630
918570,903320,203400,54402,0,8709.4,15250
882700,868450,195030,43983,0,9964.1,14250
842390,825140,186500,49827,0,10023,17250
863200,841380,194740,0,0.0034698769,12264,21820
856750,833620,191130,19245,0,14663,23130
845240,819230,189870,25830,0,14206,26010
821710,793050,186800,38325,0,15377,28660
862170,824020,192050,0,0.0091430684,21418,38150
936950,885570,210530,0,0.0219909522,22406,51380
1024000,962290,229800,0,0.0284570882,23287,61710
1127000,1059900,255380,0,0.0375301231,16236,67100
1176800,1113900,266610,0,0.0166579669,10859,62900
1204100,1152400,274080,0,0.0083635652,7721.2,51700
1259300,1219600,286210,0,0.0211305407,5455.5,39700
1273500,1246400,289660,0,0.0054352081,2702.3,27100
1285400,1268600,292080,0,0.0045178129,1250.2,16800
1284900,1276100,291850,761.04,0,106.01,8800
1282800,1278300,291540,2166.3,0,94.229,4500
1274600,1272500,289310,8472.5,0,48.529,2100
1209100,1207500,274830,65844,0,302.64,1600
1088200,1084200,246390,124210,0,2703.8,4000
928940,919640,213930,167260,0,7813.5,9300
934040,916900,215750,9022.5,0,11728,17140
891400,873660,207660,53024,0,10052,17740
845660,829040,199820,54632,0,7293.6,16620
834270,816020,194060,21463,0,8112.1,18250
809180,789960,188310,35936,0,10863,19220
832040,807430,193130,0,0.0036109009,14261,24610
830010,802230,190530,16757,0,11763,27780
844050,811740,192750,2614.2,0,16497,32310
832300,797870,188890,27329,0,18660,34430
861900,817080,195560,0,0.0034818391,23098,44820
920360,863120,209950,0,0.0143886206,28974,57240
1010500,941210,229890,0,0.0281443299,25964,69290
1121600,1042700,254510,0,0.0391713428,23629,78900
1176200,1098300,265630,0,0.0178237418,12124,77900
1222700,1154100,274280,0,0.0165083301,9972.7,68600
1251800,1199400,282340,0,0.0097720649,7827.1,52400
1269400,1233800,285790,0,0.0061664274,3580.7,35600
1267800,1244800,285320,3726.1,0,2133.7,23000
1267400,1254600,285220,889.74,0,768.63,12800
1265100,1258400,284960,2520.2,0,499.39,6700
1257500,1253700,283640,7677,0,162.87,3800
1246300,1243900,280920,11922,0,241.81,2400
1229200,1227000,277510,18531,0,1118.6,2200
1179300,1176800,264690,51814,0,2095.4,2500
1095000,1090600,245290,87538,0,2521.8,4400
950460,943180,215510,150130,0,6350.5,7280
801710,791270,183600,156390,0,10338,10440
803270,785700,186100,12102,0,14454,17570
806050,782850,183110,12678,0,15153,23200
761950,736510,175110,58022,0,14611,25440
791160,758420,182180,0,0.0054708774,19564,32740
829860,789980,190290,0,0.0092857454,18450,39880
854260,807580,196330,0,0.0035450433,15568,46680
877620,822140,201940,0,0.0024169385,14928,55480
923100,858850,208900,0,0.0119713776,17145,64250
989980,919360,224770,0,0.0219687677,17765,70620
1047000,974990,237890,0,0.0187041629,15437,72010
1070000,1000200,241930,0,0.0062856149,9079.5,69800
1088800,1027700,246820,0,0.0053077559,7615.6,61100
1120700,1067500,254390,0,0.0106999,6355.7,53200
1163000,1118500,262890,0,0.0157871156,4905.1,44500
1165800,1133300,263590,0,0.0006038975,2013.7,32500
1165800,1144100,263640,315.18,0,574.47,21700
1163400,1150200,262920,2375.1,0,141.73,13200
1161900,1154400,262590,1600.9,0,278.21,7500
1155200,1150100,260760,6968.3,0,238.02,5100
1148300,1144000,259220,7586.7,0,814.93,4300
1142000,1138600,257560,7457.9,0,550.34,3400
1094400,1092700,246620,48548,0,982.59,1700
1024500,1020800,232140,72861,0,3461.9,3700
976330,967970,220010,55001,0,6563.9,8360
955790,940960,214370,30409,0,10403,14830
950650,931170,211360,16105,0,9982.8,19480
937790,914360,209790,24896,0,12820,23430
924890,894360,207330,26669,0,11085,30530
921310,884510,206710,17428,0,14620,36800
939150,893980,212040,0,0.001161512,15490,45170
939720,888260,212280,14709,0,14462,51460
970410,911970,219890,0,0.0057079473,15267,58440
1027600,964980,233030,0,0.0174931489,16799,62620
1072100,1011600,242240,0,0.0139388403,13541,60500
1114600,1059200,250350,0,0.0145034582,9515.9,55400
1140600,1096900,254560,0,0.0087289573,5320.1,43700
1160000,1128000,259360,0,0.0064887555,5082.9,32000
1171400,1151400,262080,0,0.0039933011,2725.6,20000
1180000,1168700,263680,0,0.0031707338,1590,11300
1179500,1173400,263340,1249.6,0,494.77,6100
1177600,1174600,262640,1976.9,0,253.31,3000
1162300,1160900,258890,15392,0,317.08,1400
1113300,1112000,248590,49567,0,632.89,1300
1008000,1004400,225780,108310,0,4269.9,3600
875400,866670,195590,140160,0,7792.3,8730
869960,853960,191980,17235,0,13902,16000
849900,831900,187750,31138,0,11975,18000
830100,812930,181610,30083,0,9159.2,17170
810230,792670,177740,30523,0,10627,17560
794490,773490,174350,27578,0,12228,21000
816300,790530,178070,0,0.0030414981,15882,25770
836110,807440,183070,0,0.0015711862,12994,28670
822000,790050,178900,31084,0,16188,31950
822650,785770,182350,16773,0,15489,36880
849170,802510,188210,0,0.0016123363,22008,46660
944940,884810,210580,0,0.0296093784,24872,60130
1043800,974640,230540,0,0.0326390883,23845,69160
1139400,1067000,255660,0,0.0340301884,19301,72400
1180700,1114800,264330,0,0.0131275828,12551,65900
1213400,1160400,271510,0,0.0105202488,8239.6,53000
1241300,1201300,277270,0,0.0096585323,6000.8,40000
1272500,1244000,283890,0,0.0119839923,3566.5,28500
1278300,1261400,284920,0,0.0021583801,1910.2,16900
1278300,1270300,284690,180.33,0,411.53,8000
1277100,1273400,284430,1365.5,0,140.11,3700
1265200,1263400,281620,12024,0,61.224,1800
1214900,1213600,270250,50808,0,362.88,1300
1104800,1101200,245530,113060,0,2944.7,3600
973210,965090,216530,138850,0,6981.1,8120
951160,934210,209300,35674,0,12538,16950
924370,907210,204840,38405,0,12414,17160
874130,857660,196600,60256,0,9175.2,16470
852480,835650,192480,31387,0,9615.9,16830
840900,821130,188800,22986,0,10100,19770
829110,807290,187750,24502,0,12804,21820
831000,804610,192320,13446,0,11912,26390
834280,805350,191640,12113,0,14048,28930
794290,760940,185380,56347,0,15003,33350
823240,782550,190340,0,0.0039560224,19227,40690
909210,857800,206260,0,0.0272808735,22855,51410
1023200,962120,229470,0,0.0397868546,20779,61080
1120300,1056100,251930,0,0.0352781765,16881,64200
1183100,1120800,266680,0,0.0222545565,9903,62300
1223600,1170400,272670,0,0.0143607812,7532.9,53200
1256000,1214800,281430,0,0.0119035191,4904.1,41200
1283100,1254000,287840,0,0.0103458176,2880.3,29100
1287400,1270900,289260,0,0.0016042455,1174,16500
1285900,1277500,288890,1621.1,0,117.07,8400
1282100,1278200,288250,3845.9,0,91.138,3900
1274000,1272200,285900,8330.2,0,27.57,1800
1211100,1210100,272490,63329,0,494.45,1000
1118100,1114300,251800,96435,0,3047.6,3800
995640,986830,225910,130040,0,6506.6,8810
967010,952090,219310,40088,0,11950,14920
947920,933070,212270,28145,0,10470,14850
895000,881660,200970,60580,0,7496.6,13340
891930,876510,199040,12747,0,8893.7,15420
853980,836780,191340,47087,0,9052.2,17200
861960,840760,191670,5041,0,12856,21200
862570,839110,192970,12674,0,12233,23460
876320,850200,195460,539.96,0,13760,26120
852210,822150,191850,39669,0,14868,30060
883160,843750,197230,0,0.0048183914,20154,39410
980670,929610,216910,0,0.0322606464,22035,51060
1037400,979320,230250,0,0.0164222019,23811,58080
1148500,1083000,254830,0,0.0408778111,16977,65500
1198700,1137500,267430,0,0.0172974031,10491,61200
1232500,1182800,274410,0,0.0119935621,8262.4,49700
1263500,1226900,280020,0,0.0115503067,5247.2,36600
1287200,1263800,285390,0,0.0092157119,2722.5,23400
1297300,1283500,287600,0,0.0038333551,891.58,13800
1296700,1289300,287140,808.82,0,53.506,7400
1294700,1291300,286740,2083.5,0,5.0286,3400
1281800,1280200,284100,12855,0,48.086,1600
1225400,1224400,271420,56707,0,796.25,1000
1116100,1112700,246450,112300,0,3148.6,3400
977450,968870,217510,145950,0,6687,8580
953390,937330,212730,36381,0,12500,16060
919110,903330,207120,43287,0,10449,15780
885330,869700,199100,42837,0,8524.9,15630
865630,849650,193910,30298,0,11059,15980
830620,815120,187870,43932,0,10917,15500
843840,822450,193220,94.072,0,12104,21390
844090,820240,193810,13055,0,13388,23850
861280,832330,194490,0,0.000406812,15564,28950
807090,776890,184900,68515,0,14036,30200
854270,812120,194980,0,0.0110866066,19375,42150
947200,890210,215640,0,0.0287942059,23852,56990
1055700,988780,238600,0,0.0376941146,20968,66920
1138000,1066800,256780,0,0.0287019879,17354,71200
1195200,1127300,268210,0,0.0198173039,9795.2,67900
1221200,1166400,274620,0,0.0082126234,7214.9,54800
1266200,1226000,285240,0,0.0171777807,5230.9,40200
1287400,1261500,290330,0,0.0081647745,1920.3,25900
1294800,1278900,292570,0,0.0028081256,986.7,15900
1294000,1285900,292040,952.56,0,379.04,8100
1292400,1288200,291520,1661.1,0,80.129,4200
1280400,1278600,288630,12122,0,116.01,1800
1217900,1216700,274890,63060,0,664.52,1200
1114400,1110200,251900,107010,0,3695.1,4200
984460,974770,222640,137700,0,7950.6,9690
985740,968390,221490,11642,0,11208,17350
935530,920270,211990,58862,0,10375,15260
903210,888140,204750,41632,0,9223.2,15070
875180,858390,196630,38286,0,11610,16790
840130,823310,188650,44925,0,10980,16820
859560,838370,194760,0,0.0028220018,12782,21190
836390,811660,190050,37541,0,14279,24730
836210,806030,188120,16602,0,15280,30180
828550,791660,186220,26615,0,16116,36890
851260,804570,192030,0,5.1011353255905E-005,22964,46690
938500,878820,210600,0,0.0264826656,26768,59680
1057500,983640,236770,0,0.0404297708,23087,73860
1144700,1064100,255390,0,0.0287776763,20310,80600
1197600,1118000,267100,0,0.0170772978,13207,79600
1219600,1149800,272780,0,0.0057001174,8919,69800
1266400,1212300,283940,0,0.0170129192,7933.2,54100
1292600,1254600,288280,0,0.0098638479,3809.2,38000
1292700,1269900,287780,1180.2,0,2170.2,22800
1285900,1272500,286360,7149.4,0,993.08,13400
1281800,1275000,285030,4259,0,297.82,6800
1274100,1270600,283150,7817.7,0,244.95,3500
1249400,1247000,278490,25093,0,305.89,2400
1235600,1233000,275840,15239,0,1432.1,2600
1187000,1184500,264590,50389,0,2035.9,2500
1079400,1075200,241880,110930,0,3436.9,4200
973290,965620,218640,112250,0,6266.3,7670
869410,855910,194410,114230,0,9647.9,13500
835290,816560,187820,47718,0,13297,18730
824140,799300,185920,27005,0,15383,24840
829340,801500,186130,10120,0,14871,27840
849790,815140,189250,0,0.0015818435,17087,34650
905200,861660,202230,0,0.0158519292,17674,43540
935300,885530,207290,0,0.0055235112,16172,49770
935840,880180,206910,14570,0,16159,55660
984990,921030,218930,0,0.014278133,18565,63960
1044100,973530,231970,0,0.018605855,17105,70570
1087800,1017200,242540,0,0.0137826787,14950,70600
1119200,1054500,247950,0,0.0101122276,9055.8,64700
1144200,1085800,254000,0,0.007999478,7676.3,58400
1155600,1106400,257390,0,0.0026070729,5443.4,49200
1198000,1156400,268180,0,0.0158032102,6365.3,41600
1203900,1173600,268940,0,0.0017269129,2007.5,30300
1199200,1179300,267970,5242.4,0,483.63,19900
1197900,1185400,267660,1313,0,139.86,12500
1194800,1187500,267220,3316.5,0,301.56,7300
1183200,1178600,264900,11706,0,430.32,4600
1176000,1172900,262980,7602.4,0,660.75,3100
1169300,1166500,261290,7397,0,517.19,2800
1126300,1124800,250550,43772,0,1106,1500
1066800,1062600,237460,62834,0,4058.2,4200
991110,980550,221300,83422,0,7227.3,10560
971370,955540,217420,29837,0,9456.2,15830
965240,944470,216340,17172,0,11063,20770
944690,920540,211780,30836,0,9692.9,24150
922870,893240,206570,33642,0,10177,29630
929150,894670,209790,6795.6,0,16315,34480
941040,899650,213200,2653.9,0,15445,41390
952280,905430,217340,4007.5,0,13937,46850
990610,937640,224620,0,0.0092261516,14875,52970
1043500,984030,235150,0,0.0155304711,16608,59470
1092700,1032000,246490,0,0.0156931576,14044,60700
1123300,1066900,253580,0,0.0090256209,9126.5,56400
1142400,1098000,257810,0,0.0053299404,6137.7,44400
1171000,1138000,265190,0,0.0103192831,4592.4,33000
1176300,1154500,266220,0,0.001604463,2314.5,21800
1179600,1166700,266950,0,0.0011453304,1178.9,12900
1178500,1172200,266650,1231.4,0,405.03,6300
1174300,1171600,265960,4365.8,0,184.99,2700
1168800,1167400,264510,5744.1,0,184.43,1400
1115900,1115000,253060,53212,0,821.45,900
1022600,1018700,231150,96774,0,3194.8,3900
875530,867900,198230,153860,0,7022.7,7630
856460,839140,194920,33545,0,13964,17320
846980,828400,191880,21049,0,12250,18580
818000,799990,185270,39392,0,12483,18010
805470,785120,183850,24544,0,11272,20350
791360,768840,179660,26672,0,10604,22520
791480,765990,180740,14048,0,14920,25490
788440,761090,180910,17910,0,13829,27350
797510,767080,180870,6191.8,0,16254,30430
779720,745170,176270,35512,0,18384,34550
792510,750040,181540,8710.7,0,22056,42470
894070,837170,203180,0,0.032466397,26230,56900
987540,923030,225660,0,0.031025273,24477,64510
1100000,1029000,250530,0,0.0408156075,19133,71000
1125300,1058700,256690,0,0.0060859542,11925,66600
1159200,1105700,264780,0,0.0114254644,8395.2,53500
1211600,1169600,276880,0,0.0197703249,6051.2,42000
1232000,1202700,281590,0,0.0077254339,3432.4,29300
1241100,1224200,283410,0,0.0036094219,1136.9,16900
1241000,1231700,283340,351.16,0,441.64,9300
1239300,1234200,282990,1833.4,0,298.99,5100
1233000,1230600,281890,6405.9,0,104.5,2400
1164600,1163200,267460,68568,0,922.14,1400
1061000,1057000,244430,107080,0,3614.1,4000
950580,940330,221160,119350,0,8615.4,10250
923120,906070,211850,40098,0,11860,17050
885610,867380,203670,49580,0,9653.4,18230
845410,826750,194800,50739,0,10077,18660
834150,816260,189730,20531,0,11933,17890
821400,803160,185800,22694,0,11527,18240
829530,806660,189340,5455.4,0,12440,22870
835890,809350,191500,9158,0,14335,26540
835900,807180,190180,15394,0,14923,28720
827720,796450,187580,23072,0,15180,31270
844360,804240,186720,2258.4,0,20507,40120
932870,881710,209080,0,0.0284531733,23525,51160
1035600,973880,230430,0,0.0350106573,21238,61720
1149500,1081300,258430,0,0.0416581843,15815,68200
1186900,1123400,265590,0,0.01186002,9390.6,63500
1229600,1178600,272310,0,0.0154508678,7052.5,51000
1258400,1221900,280680,0,0.0103101483,5410.5,36500
1289500,1265300,286990,0,0.0121284092,3069.1,24200
1299100,1284500,289160,0,0.0036514855,1185.4,14600
1296500,1288300,288690,2739.7,0,203.21,8200
1293200,1289700,287790,3339.2,0,64.681,3500
1281300,1279000,285210,11991,0,208.83,2300
1220100,1218000,271260,61645,0,572.12,2100
1122600,1117800,249680,101250,0,2859.1,4800
991890,981830,218740,138800,0,6578.3,10060
964550,949170,212470,38847,0,12153,15380
929340,912690,205210,45458,0,9128.4,16650
921110,905240,202640,18062,0,8274.4,15870
862180,847320,192330,67801,0,8318.6,14860
831770,814760,186790,39825,0,9972.3,17010
854960,832050,195830,0,0.0041132716,12610,22910
848960,825980,189290,17656,0,15263,22980
843110,815980,187510,20125,0,13959,27130
797150,767150,179560,60940,0,13968,30000
872960,832530,191350,0,0.0240845622,19771,40430
944680,893710,207260,0,0.0213606507,22688,50970
1032100,971280,228080,0,0.028742877,20678,60820
1126300,1063000,249480,0,0.034232024,16873,63300
1187900,1128000,265580,0,0.022279786,9628.5,59900
1217300,1169900,272090,0,0.0099034321,6468,47400
1252200,1217800,279420,0,0.0130458045,4750.1,34400
1288800,1264700,287490,0,0.0142407238,2213.4,24100
1294400,1279600,288640,0,0.0020900431,634.65,14800
1292700,1285100,288180,1836.5,0,278.49,7600
1290100,1286100,288050,2777.1,0,24.321,4000
1281500,1279600,286230,8685.5,0,222.25,1900
1212200,1210600,270420,69989,0,473.21,1600
1108100,1104200,246600,107460,0,3108.2,3900
970770,961410,216400,144680,0,7471,9360
939320,925630,209320,42137,0,14082,13690
899140,882300,200610,51646,0,10799,16840
855300,840020,191190,52517,0,8804.9,15280
861670,844430,191110,3987.8,0,11020,17240
845440,826010,190350,28258,0,10414,19430
842120,820390,189070,15162,0,12926,21730
826410,801550,183760,28269,0,13437,24860
828570,801000,184780,11112,0,15295,27570
832840,798530,187160,13202,0,18519,34310
865870,823520,191450,0,0.0055069816,22913,42350
976860,922150,217250,0,0.0375723172,24211,54710
1078900,1013800,238900,0,0.0347196485,20887,65100
1174200,1104300,260930,0,0.0344495193,17586,69900
1191200,1125600,266890,0,0.0031471573,11426,65600
1228900,1175000,276690,0,0.0131589021,8526.3,53900
1271900,1233400,284730,0,0.0166675366,5874.3,38500
1294200,1268000,290590,0,0.0085036322,3354,26200
1304000,1288300,292170,0,0.0038698073,1477.7,15700
1303200,1294800,292010,864.07,0,378.79,8400
1302900,1299200,291840,505.65,0,298.33,3700
1296800,1294900,290400,6224,0,277.43,1900
1233500,1232000,277020,63968,0,354.37,1500
1125000,1120800,251880,112030,0,3420.8,4200
976550,967530,217860,156130,0,6411.4,9020
971500,955490,218560,17065,0,11955,16010
942380,925690,213370,39673,0,11404,16690
890520,875280,200740,60797,0,8833.7,15240
861640,844380,197240,39224,0,10395,17260
840050,820580,190100,32498,0,10872,19470
848030,823760,192830,6523.7,0,15738,24270
849570,823010,191950,12443,0,12967,26560
836980,806800,188030,27378,0,15204,30180
822730,786520,183950,32231,0,18156,36210
857760,810990,192180,0,0.0051224499,21631,46770
923540,866170,208430,0,0.0176323459,27091,57370
1051200,977540,236750,0,0.0433298534,26005,73660
1142000,1062100,257320,0,0.0312514681,19672,79900
1169000,1091000,264500,0,0.0065383444,12720,78000
1197400,1128800,270930,0,0.0089403628,8672.9,68600
1231500,1179900,279740,0,0.0119722476,6778.2,51600
1249600,1215600,283380,0,0.0065996781,3728.9,34000
1250200,1229000,283460,1412.7,0,1865.6,21200
1243500,1231400,281560,6902.6,0,396.25,12100
1242300,1235500,281410,1788.2,0,123.62,6800
1235000,1231600,279190,7439.2,0,373.24,3400
1222200,1220100,276640,13490,0,709.09,2100
1198200,1196000,270050,25362,0,1679,2200
1155300,1152600,260990,44826,0,1795.3,2700
1052800,1048600,237940,105930,0,3533.1,4200
918370,910370,206780,140590,0,5887.6,8000
803110,791700,181730,123600,0,8847.2,11410
794640,774290,180180,24143,0,13455,20350
781080,756160,177640,29510,0,13778,24920
768330,738660,177870,28579,0,14944,29670
810550,775090,187850,0,0.0109182653,19699,35460
846270,802510,196850,0,0.0074200705,19122,43760
