cap_max,cap_min,ub_in,sink,fixed_source,sink_fixed,cap
837120,786770,191830,8904.6,0,24828,50350
930720,866810,212360,0,0.0285549611,26953,63910
1003000,931890,230060,0,0.0215838009,25747,71110
1098300,1020000,251180,0,0.0325294706,18689,78300
1149500,1077000,260080,0,0.0166331724,11786,72500
1196100,1137500,270020,0,0.0156226891,9686.7,58600
1230500,1188300,277120,0,0.0123402497,7514.8,42200
1252200,1224000,282470,0,0.0079277046,3818.9,28200
1265200,1247500,284530,0,0.0049332289,1725.9,17700
1263900,1254400,284230,1685,0,532.99,9500
1264200,1259100,284350,0,1.61194484318587E-006,169.06,5100
1252200,1250000,281920,12141,0,24.653,2200
1205300,1203800,270700,47454,0,475.3,1500
1096500,1092900,247710,111920,0,3323.3,3600
944530,934470,217170,160910,0,7690,10060
920890,902950,212370,38157,0,14388,17940
916940,896810,210440,17644,0,12115,20130
882650,863160,204750,45245,0,10915,19490
872520,854020,201570,20881,0,11175,18500
843340,822050,193900,41371,0,10350,21290
862390,836700,197430,0,0.0017691505,13733,25690
862590,834200,198070,14694,0,14399,28390
848190,819240,192500,28292,0,14775,28950
840810,805310,190230,25660,0,17552,35500
886670,842150,197320,0,0.0103205881,21532,44520
942030,888420,211530,0,0.0143133673,24777,53610
1035700,972810,233180,0,0.0313084519,23182,62890
1137200,1070000,255670,0,0.0366684066,17800,67200
1163300,1101600,262020,0,0.0070725129,11766,61700
1204000,1153900,270430,0,0.014000609,8194.7,50100
1254300,1216400,283030,0,0.0191791726,5702,37900
1281000,1254100,288760,0,0.0101805211,3124.2,26900
1291000,1275100,290320,0,0.0037874636,1175.1,15900
1288200,1279400,289500,3135.9,0,301.63,8800
1286000,1281300,288790,2620.8,0,200.25,4700
1275700,1273000,287200,10556,0,181.69,2700
1218700,1217000,274480,57428,0,749.65,1700
1106200,1102300,251040,115690,0,4615.7,3900
962130,952320,218810,152120,0,6683.7,9810
976060,957810,217550,0,0.0001464831,13284,18250
921250,903760,206680,64638,0,10539,17490
885760,869810,197410,44777,0,7814.2,15950
870530,853200,194920,25026,0,10138,17330
834030,814470,185820,47663,0,10251,19560
863420,840070,193590,0,0.0067801992,13663,23350
837620,813960,187520,38108,0,13509,23660
850910,824210,189710,1249.5,0,14911,26700
815320,785220,182200,50975,0,16065,30100
864110,823230,192480,0,0.0120240115,19086,40880
922720,871260,206490,0,0.0152316325,22557,51460
1007400,943930,226460,0,0.0269350559,21438,63470
1113000,1042500,249430,0,0.0380068729,18380,70500
1154000,1090100,258210,0,0.013860977,11044,63900
1178000,1127800,264050,0,0.0078537561,6379.7,50200
1220400,1181600,272900,0,0.0161525077,5978.8,38800
1245700,1220100,279210,0,0.0098477533,2913.7,25600
1251600,1235300,280290,0,0.0020592022,851.71,16300
1247700,1238600,279630,4193.6,0,134.01,9100
1248500,1243800,279540,0,0.0002190874,224.27,4700
1242400,1240200,278120,6411.7,0,82.697,2200
1192000,1190500,266140,51074,0,795.97,1500
1086700,1081500,244160,109610,0,3034.6,5200
959900,948900,216000,135740,0,8623.7,11000
946710,929140,212120,26024,0,13635,17570
935360,916610,208940,21846,0,12516,18750
898600,879770,200410,46779,0,9340.4,18830
867820,848250,193670,41533,0,10477,19570
831200,810950,187900,47194,0,11587,20250
868150,842010,196850,0,0.0094854061,13648,26140
880250,853680,197990,1588.5,0,13358,26570
875190,846140,197760,19979,0,14491,29050
827110,794990,188660,62589,0,15894,32120
862320,818110,193950,0,0.0058480143,23277,44210
952170,895710,212870,0,0.0281147505,26694,56460
1022100,956060,229340,0,0.0206285615,23110,66040
1121200,1051400,252880,0,0.0353390752,19116,69800
1170600,1106000,261420,0,0.0170285789,12049,64600
1195800,1143000,268140,0,0.0071851755,8660.6,52800
1252500,1210700,279480,0,0.0216181652,7149.1,41800
1275200,1245300,284970,0,0.0084818826,2791.3,29900
1284300,1265200,287370,0,0.0031441559,1799.4,19100
1281600,1271800,286760,2952.3,0,297.39,9800
1280500,1275800,286510,1260.7,0,128.97,4700
1272000,1269800,284660,8691,0,270.36,2200
1221800,1219700,274290,51003,0,674.9,2100
1116800,1112800,251530,108400,0,2742.4,4000
973540,964290,220230,151450,0,7749.4,9250
969820,951940,220860,18185,0,13980,17880
936680,918210,211230,44786,0,9939.5,18470
899940,883380,203080,46173,0,8745.2,16560
867050,850710,194340,43153,0,12348,16340
841360,822760,187660,37472,0,12827,18600
853280,829790,192560,3318.7,0,14568,23490
839660,812650,187810,28715,0,14842,27010
828700,796120,183900,28884,0,17094,32580
843170,801920,188020,7212.1,0,19271,41250
864500,812610,193790,3886.1,0,24965,51890
939530,871280,212840,0,0.0189377528,28727,68250
1011000,933370,226580,0,0.020185306,24446,77630
1131300,1043700,253800,0,0.0419274436,21219,87600
1166400,1082900,259030,0,0.0095706642,13800,83500
1203300,1131700,265380,0,0.0119348384,10144,71600
1242000,1184600,276070,0,0.013116708,8509.4,57400
1265100,1225600,279760,0,0.0083431206,4230.3,39500
1270100,1244200,281000,0,0.0012124929,2594.5,25900
1262600,1248700,279690,7876,0,858.12,13900
1259200,1251400,278700,3659.7,0,273.8,7800
1257800,1253300,278540,1688.5,0,237.73,4500
1241800,1239300,274420,16059,0,335.43,2500
1225000,1221900,271440,18600,0,1546.7,3100
1169800,1166100,260390,57567,0,1826.3,3700
1086300,1081000,240430,87630,0,3265.8,5300
986300,976760,217250,106760,0,5916.1,9540
869980,855110,190870,127070,0,8752.7,14870
857650,835090,188740,28042,0,15955,22560
856740,829980,188410,15935,0,17030,26760
833820,803010,185430,37998,0,18202,30810
863270,825080,190910,0,0.0051789987,19091,38190
901360,854370,199990,0,0.0086441342,20526,46990
904250,851830,200050,13521,0,16684,52420
934410,874170,206010,0,0.0056600983,16724,60240
990270,921550,220420,0,0.0159941711,19716,68720
1048600,973170,234380,0,0.0171995302,17503,75430
1103700,1025800,248150,0,0.0176888947,14576,77900
1140300,1063700,255100,0,0.0114228544,9832,76600
1161700,1091300,261420,0,0.0057288268,7587.2,70400
1175100,1115600,264710,0,0.0028624995,5508,59500
1209100,1160800,272700,0,0.0123306799,6400.4,48300
1217500,1181300,273890,0,0.0028144765,2060.1,36200
1217700,1193800,273920,260.61,0,622.12,23900
1213800,1198800,273250,4216,0,140.57,15000
1210600,1201100,272550,3308.9,0,161.58,9500
1206700,1201200,271400,4101.4,0,201.07,5500
1199900,1196600,269670,7232.3,0,758.01,3300
1184100,1181900,266590,16528,0,900.89,2200
1145200,1142900,259350,40369,0,1252,2300
1068100,1064000,240990,80053,0,3497.4,4100
985170,977390,223700,88288,0,6824.1,7780
977370,961260,219780,19429,0,11160,16110
978600,957510,222310,9980.2,0,10608,21090
960720,936050,218630,29756,0,12647,24670
961170,929290,219280,14525,0,12837,31880
966230,927720,219800,10406,0,15388,38510
976010,930500,222950,6520.8,0,15128,45510
983150,933760,224300,7725.7,0,18146,49390
994390,936750,227210,6148.8,0,16662,57640
1063200,997830,242270,0,0.0211975293,19298,65370
1108600,1043300,253930,0,0.0137731089,14690,65300
1146100,1086900,261120,0,0.0120348862,9839.2,59200
1170700,1125500,266200,0,0.0079429292,6472,45200
1190300,1157300,270450,0,0.0063578233,5396.8,33000
1194100,1172900,270890,0,0.0006223411,3656.9,21200
1204400,1189600,273840,0,0.0035634869,1915.6,14800
1204100,1196800,273460,684.31,0,658.31,7300
1202000,1198700,272760,2422,0,227.7,3300
1193700,1191900,271120,8591,0,301.34,1800
1140600,1138900,258690,53960,0,636.49,1700
1034000,1028800,236000,111160,0,4051,5200
902250,890560,205750,141500,0,8090.2,11690
900920,881190,207010,17036,0,15830,19730
875980,855630,203120,38343,0,13821,20350
846340,827300,195210,41913,0,12222,19040
837340,818410,189420,20043,0,13587,18930
812360,790160,184660,38709,0,12399,22200
826680,799630,185720,2580.1,0,16555,27050
799360,772850,180680,41235,0,16345,26510
814340,783400,182580,2552.2,0,16690,30940
803380,765190,181520,31058,0,20575,38190
839820,790530,190570,0,0.0049871678,23716,49290
916330,855200,206840,0,0.0216660142,27115,61130
1018300,946980,229330,0,0.0339753795,24235,71320
1105900,1028900,250410,0,0.029815564,18054,77000
1158000,1085800,260800,0,0.0167828092,10409,72200
1185400,1126400,269140,0,0.007765453,7694.1,59000
1230600,1187300,279240,0,0.0167880291,6423.4,43300
1263900,1235400,285560,0,0.0127334812,4016.9,28500
1272200,1255200,287090,0,0.0030899561,1636.5,17000
1270400,1262200,286720,2045.2,0,422.72,8200
1268400,1264100,285950,2107.4,0,478.57,4300
1260300,1257700,284430,8304,0,323.9,2600
1211900,1210100,272830,49383,0,300.74,1800
1092400,1088400,245580,122940,0,3379.9,4000
950040,939280,215950,151670,0,7049.5,10760
957320,939330,217230,6184.6,0,13811,17990
931240,910910,212300,39645,0,10851,20330
878540,860430,200810,62295,0,9496.2,18110
880620,861090,199340,9042.7,0,12561,19530
854200,832580,192400,38051,0,11331,21620
865400,840880,195780,3082.2,0,15189,24520
859420,832160,193930,21193,0,15619,27260
855240,827580,192360,18255,0,15241,27660
844800,813050,191020,26378,0,17174,31750
854160,812780,189250,11548,0,21357,41380
940740,887110,210860,0,0.0272043151,24864,53630
1036400,972100,233040,0,0.0318852495,22944,64300
1136400,1066300,255430,0,0.0359376223,18152,70100
1171800,1107500,264020,0,0.0108812911,11013,64300
1198700,1145700,269660,0,0.00813737,8072.4,53000
1233800,1195200,277730,0,0.0127182566,6200.7,38600
1254800,1228400,282590,0,0.0078494062,2469,26400
1265200,1249000,284780,0,0.0039643743,1242.8,16200
1265000,1256900,284280,559.09,0,313.17,8100
1264000,1259900,284090,1149.9,0,110.31,4100
1255400,1253000,282130,8679.4,0,192.79,2400
1196000,1194200,268970,59818,0,843.4,1800
1085000,1080000,244300,114990,0,4234.7,5000
948740,939580,213710,143190,0,7651.4,9160
930060,913420,209330,31524,0,15030,16640
916960,900050,205260,22679,0,10143,16910
887930,871360,198310,38926,0,8703.8,16570
874790,857610,196360,23267,0,10295,17180
854890,834830,190720,31190,0,10019,20060
848640,824830,193560,20389,0,13913,23810
847660,821240,191830,15099,0,13465,26420
827210,798930,188580,33726,0,15069,28280
802280,769820,182590,39379,0,16156,32460
819610,778590,186590,2430.5,0,22670,41020
899860,846540,204050,0,0.024604811,25452,53320
1000900,934620,226750,0,0.033350733,24044,66280
1108800,1038500,250920,0,0.0397468354,17580,70300
1149400,1084600,260250,0,0.0134916699,11352,64800
1177900,1126900,266340,0,0.0093261995,8142.1,51000
1208200,1171000,273480,0,0.0110626822,5442.2,37200
1229800,1203800,277840,0,0.0080168776,2856,26000
1233700,1218000,278460,0,0.0012394624,1042.3,15700
1233700,1225600,278190,151.76,0,134.94,8100
1231100,1227700,277870,2740.8,0,0,3400
1223700,1222300,276440,7481.4,0,162.23,1400
1167600,1166200,265160,56809,0,952.4,1400
1058100,1054100,241160,112810,0,3805.2,4000
914730,905840,210990,150800,0,7352.6,8890
920860,904480,211390,6582.5,0,13216,16380
887790,870400,205040,43080,0,10936,17390
866330,849200,198720,31427,0,8649.9,17130
861460,843890,195470,15305,0,11030,17570
837090,816890,190500,35396,0,11350,20200
851210,826460,193080,337.53,0,11278,24750
856680,830300,194090,8132.9,0,12741,26380
865910,834370,196030,7278.9,0,15433,31540
841130,805470,190850,41082,0,16304,35660
869920,824010,198210,0,0.0029381008,20423,45910
951510,892560,219590,0,0.0244699639,23568,58950
1025700,956340,233390,0,0.0220988299,22152,69360
1125500,1052100,258650,0,0.035675758,18558,73400
1182600,1113800,269150,0,0.0194466919,11788,68800
1222100,1165400,277780,0,0.0132893993,8026.4,56700
1267200,1223100,288070,0,0.0165770586,5948.4,44100
1286800,1256600,292360,0,0.0072982731,2279.3,30200
1294400,1276400,293810,0,0.0025222498,1345.2,18000
1293500,1283100,293050,1534.8,0,199.1,10400
1293600,1288700,293100,295.57,0,125.24,4900
1287900,1285600,291700,6012.6,0,443.48,2300
1210300,1208700,275090,77887,0,496.17,1600
1118700,1113800,255240,95617,0,3674.8,4900
967490,957310,219030,159610,0,6857.1,10180
955750,937240,218940,25784,0,14720,18510
916130,897350,210310,50551,0,11085,18780
889670,871280,202970,37318,0,9952.2,18390
881270,861280,202200,20347,0,11318,19990
832610,812200,190600,59457,0,10351,20410
834540,808780,191500,13599,0,14303,25760
835360,807180,190680,15005,0,16109,28180
844650,812280,193330,7751.9,0,17601,32370
851850,812990,191230,13311,0,20599,38860
842000,790550,191120,35399,0,22419,51450
945490,879230,213830,0,0.0316368698,27569,66260
1027800,949950,232460,0,0.024326852,24175,77850
1126000,1038700,252980,0,0.0325773196,22747,87300
1171100,1085900,263750,0,0.013163252,13463,85200
1197600,1122700,269910,0,0.0071373265,9765.2,74900
1242100,1184200,280410,0,0.0161616425,8024.3,57900
1259800,1219000,284320,0,0.006001566,4438.1,40800
1258500,1232500,283590,3129,0,1708.8,26000
1257600,1243000,283310,1753,0,766.63,14600
1254700,1246800,282810,3224,0,351.14,7900
1252100,1248000,282120,2804.4,0,240.91,4100
1236200,1233600,278540,16341,0,387.6,2600
1217000,1214400,274100,20696,0,1674.5,2600
1161800,1158000,260940,57413,0,1847.3,3800
1069300,1063000,239890,96736,0,2522.8,6300
970810,960800,220410,105690,0,5380.8,10010
849600,837580,193300,129210,0,10382,12020
836020,816170,191080,27573,0,15130,19850
849550,821740,193230,4262,0,16712,27810
827780,795290,188820,38680,0,17080,32490
860420,822710,195710,0,0.0066788464,19465,37710
908040,861500,203190,0,0.0123502545,20248,46540
917270,865380,205960,7050,0,17047,51890
940210,880660,208760,0,0.0026644482,19317,59550
990630,920710,221610,0,0.0132480752,16764,69920
1040100,965550,233770,0,0.0139832094,20307,74550
1109000,1032800,249330,0,0.0235860629,15726,76200
1130800,1057400,253420,0,0.0051189699,9432.6,73400
1165700,1097400,261270,0,0.011164905,7143.7,68300
1186400,1130000,265930,0,0.0060428901,7438.3,56400
1215100,1169900,272710,0,0.0102196703,5929.4,45200
1222300,1187900,273810,0,0.0022987081,2645.5,34400
1218800,1197000,272900,3967.9,0,733.92,21800
1216900,1203600,272520,2063.5,0,405.57,13300
1214600,1206200,272040,2373.5,0,159.36,8400
1206900,1201400,270650,7975.1,0,446.02,5500
1196500,1193100,268300,10689,0,677.21,3400
1188100,1185600,265650,9033.6,0,1414.3,2500
1142200,1140400,255530,46731,0,962.17,1800
1069600,1066100,238980,75106,0,3556.1,3500
1002500,994080,225120,73506,0,6980.4,8420
996680,979490,223400,17726,0,11761,17190
981400,960490,220840,25750,0,12624,20910
971710,944310,217580,22924,0,12079,27400
967980,932650,217770,19315,0,11793,35330
960500,919190,214010,22218,0,15413,41310
968250,919480,218310,8773.3,0,15871,48770
996810,940290,223630,0,0.0051468093,16423,56520
1016200,952790,228930,0,0.0002765453,18286,63410
1060100,993080,240390,0,0.0118708948,19463,67020
1110000,1043200,251940,0,0.0153869242,16404,66800
1138400,1079700,260330,0,0.0082548175,11079,58700
1157400,1111500,264670,0,0.0054926269,6460.4,45900
1177300,1144300,268970,0,0.0064300318,4510.9,33000
1187400,1166500,270160,0,0.0031486798,2196.4,20900
1198800,1186700,273010,0,0.0042132324,1253.8,12100
1197600,1190800,272450,1669.5,0,109.09,6800
1197200,1193200,272290,585.14,0,181.8,4000
1191500,1189500,270360,5940.8,0,50,2000
1137500,1136000,256630,54759,0,872.88,1500
1046300,1040800,237490,95672,0,3051.2,5500
927010,915460,209850,129300,0,7542.6,11550
934150,913550,212230,8071.8,0,14422,20600
884750,865190,202360,61265,0,11374,19560
861810,842450,194720,35075,0,11361,19360
814150,794370,183260,57797,0,12222,19780
798530,777450,180190,26322,0,13797,21080
809400,783160,180810,4466,0,15414,26240
817950,789330,183640,6623.5,0,16823,28620
817880,786340,182090,15990,0,17543,31540
799720,761610,180890,37867,0,19402,38110
839620,794330,189640,0,0.0077619731,25596,45290
925510,868290,208840,0,0.0266170777,31085,57220
1014500,945880,230820,0,0.0276575754,24229,68620
1104800,1028900,251430,0,0.0299234416,19782,75900
1151500,1080800,260530,0,0.0144769237,12119,70700
1185100,1126300,268630,0,0.010559833,9902.5,58800
1227100,1183100,279330,0,0.0151102701,6845.7,44000
1257200,1228000,285270,0,0.0116177302,3964,29200
1262200,1244300,286730,0,0.0016212971,1326.5,17900
1261100,1251200,286330,1287.1,0,499.15,9900
1262300,1257800,286380,0,0.0003559572,222.81,4500
1245900,1243700,283380,16678,0,158.65,2200
1181400,1179600,267940,65202,0,764.68,1800
1063700,1058500,241070,121680,0,3750.8,5200
931400,920420,213980,140900,0,9431.8,10980
936270,918140,211540,8455.9,0,14472,18130
909360,889380,206120,38985,0,12302,19980
899100,879760,200950,20726,0,11987,19340
864350,844090,196350,45656,0,11102,20260
867180,845210,197530,8850.4,0,11366,21970
868640,842820,197400,12477,0,12192,25820
864870,837310,196000,17524,0,13959,27560
843790,814670,190830,36185,0,14924,29120
827970,792980,189880,33461,0,16210,34990
887540,841510,200950,0,0.0159571969,20759,46030
963150,905610,217490,0,0.022093175,25299,57540
1056300,989760,240360,0,0.0307499239,22356,66540
1131800,1063300,254950,0,0.0258188699,19729,68500
1165900,1103600,262120,0,0.0108099526,12159,62300
1202100,1151100,270200,0,0.0121049197,8096.4,51000
1235600,1196400,277330,0,0.0119039541,5053,39200
1267700,1242700,283590,0,0.0126334334,2849.3,25000
1275300,1260300,285380,0,0.0028105616,1257,15000
1271800,1263700,284710,3621.6,0,432.34,8100
1268800,1264600,284270,3263.7,0,361.5,4200
1255500,1253200,281700,13665,0,405.16,2300
1198600,1196500,267780,57537,0,534.47,2100
1104600,1098800,246420,98394,0,3081,5800
964490,954770,214180,147900,0,8753.5,9720
947450,930970,213000,30367,0,13289,16480
923940,905290,205040,35446,0,11364,18650
866540,849760,194750,66662,0,9008.5,16780
841250,824620,189070,34366,0,8455.6,16630
817190,798490,184580,35459,0,9506,18700
851020,827210,191860,0,0.0080634216,14477,23810
827250,803240,187520,36557,0,14389,24010
821260,793710,183830,20198,0,13868,27550
806300,772720,183650,31750,0,14397,33580
826090,781760,190170,2281.6,0,19790,44330
916010,860200,206670,0,0.0284627431,21731,55810
1025100,959130,232260,0,0.0374387751,21002,65970
1134100,1062800,254920,0,0.0400408891,18997,71300
1161400,1096000,260980,0,0.0075466527,11622,65400
1194200,1143600,269080,0,0.0113415112,8288.7,50600
1238600,1200700,278460,0,0.0167580147,5060.5,37900
1262200,1235600,283590,0,0.0090286659,2995.5,26600
1270600,1253800,285440,0,0.003046457,1457,16800
1268500,1259800,285140,2304.8,0,411.18,8700
1267100,1263300,284770,1546.5,0,177.29,3800
1256900,1255100,282670,10484,0,236.53,1800
1207400,1205600,270670,50464,0,641.7,1800
1091700,1087400,245350,119070,0,3923.8,4300
939100,930930,212870,159370,0,6932.1,8170
948310,931650,212330,4060.8,0,13906,16660
904820,888040,203910,53208,0,12300,16780
860840,845570,193200,52631,0,9084.5,15270
829150,811970,187440,42418,0,11700,17180
799130,779480,179570,40890,0,11470,19650
806640,783750,184050,5886.6,0,14120,22890
813890,787840,184300,7863.7,0,15205,26050
813770,785250,184050,14766,0,16865,28520
804440,769560,182180,26911,0,19058,34880
847010,802410,195140,0,0.0083953195,22404,44600
928980,873210,209490,0,0.0247866371,25603,55770
1000100,934000,226730,0,0.0210661621,24735,66100
1113300,1039800,251190,0,0.0405828875,19215,73500
1137100,1067400,257320,0,0.0052699117,11901,69700
1179800,1122800,267260,0,0.0148784201,8858.9,57000
1230000,1186700,276870,0,0.0190752099,6657.7,43300
1247200,1220000,280410,0,0.0061551177,3432.1,27200
1255800,1238300,282490,0,0.0030819522,1202.7,17500
1252400,1242800,281870,3619.8,0,449.65,9600
1251700,1246700,281560,834.08,0,146.47,5000
1242500,1239900,279370,9293.1,0,116.05,2600
1190800,1189100,268650,52261,0,931.43,1700
1097200,1092200,246720,97830,0,3148.2,5000
953690,942400,215140,152860,0,7214.5,11290
950280,932810,213850,17061,0,13043,17470
907190,889650,203000,54394,0,12369,17540
871420,853880,194220,46016,0,9880.1,17540
834400,816960,185780,46908,0,9887.5,17440
841880,821810,186390,5414,0,11695,20070
829250,804960,183700,27850,0,14302,24290
841320,813350,186190,4283.6,0,14021,27970
833170,802240,183410,24685,0,17898,30930
809530,774530,181950,40962,0,20822,35000
869890,820380,193450,0,0.0149049545,24684,49510
934030,867530,208960,0,0.0140610727,27483,66500
1026300,947070,229160,0,0.0281538997,27703,79230
1113100,1026400,248280,0,0.0284070642,20572,86700
1174000,1089600,259700,0,0.0202762191,12234,84400
1205300,1132300,267240,0,0.0092431163,9216.4,73000
1238700,1182500,274580,0,0.0112932272,8424.9,56200
1262700,1225800,279870,0,0.0088972987,5168.9,36900
1259700,1234500,279440,5322.8,0,2041.9,25200
1254200,1240000,278260,6280.7,0,506.65,14200
1253100,1246100,278050,1558.3,0,133.08,7000
1248000,1244100,276800,5223.7,0,226.25,3900
1230400,1227800,272490,18127,0,490.03,2600
1209300,1206800,267960,22470,0,1065.3,2500
1148800,1145900,255960,62406,0,1078.5,2900
1055500,1050700,236050,97184,0,3210.1,4800
930680,922650,208730,131570,0,6537.4,8030
803210,790530,179990,137790,0,9641.5,12680
784440,763110,176740,35405,0,15069,21330
818640,791820,180700,0,0.0072012702,15477,26820
793350,763970,175620,40504,0,16848,29380
833920,796660,185160,0,0.0092392014,18181,37260
881930,835630,198040,0,0.0121458089,18259,46300
907670,853580,204490,0,0.0032623864,17198,54090
918410,857620,208990,6190.6,0,17150,60790
956400,885860,217110,0,0.0083100613,19449,70540
1021400,944690,231540,0,0.0204223759,17775,76710
1083200,1005600,245150,0,0.0205319936,15362,77600
1116300,1041000,253090,0,0.0098055592,10054,75300
1146600,1078200,258590,0,0.0092709557,8364.2,68400
1157800,1098800,262250,0,0.002024577,6817.5,59000
1197200,1148600,270910,0,0.0144603941,6966.3,48600
1201000,1164700,271380,0,0.0007702379,1857.2,36300
1199400,1175700,271020,1910.9,0,281.52,23700
1194100,1180500,269500,5412.8,0,116.81,13600
1191000,1182600,269200,3208.8,0,309.86,8400
1182000,1176600,267330,9124.4,0,424.38,5400
1178600,1175300,266400,3950.6,0,724.18,3300
1167800,1165700,263790,11383,0,950.58,2100
1132800,1131000,256070,36020,0,1015.9,1800
1054200,1051000,238910,80992,0,2978.2,3200
975820,968200,219310,84346,0,5890.7,7620
977070,961480,218720,9990.8,0,10151,15590
957580,937600,215950,31306,0,11055,19980
936610,913190,210530,31687,0,9794,23420
932940,903530,209720,16903,0,14513,29410
940620,901450,213010,9172.1,0,17429,39170
942690,898730,213540,12592,0,18253,43960
962130,910760,216030,0,0.0013866632,15655,51370
973200,916590,217010,5803.6,0,18203,56610
1030900,969150,230600,0,0.0162973596,16452,61750
1087600,1023500,243500,0,0.017673235,14702,64100
1128400,1070000,252270,0,0.0132328505,10442,58400
1136400,1090300,254080,0,0.0006842838,7082.4,46100
1167000,1131400,260300,0,0.0106111619,5198.2,35600
1177700,1154900,262860,0,0.0034336857,2726.3,22800
1186800,1173200,264800,0,0.0031976598,1348.5,13600
1185900,1178300,264530,1415.6,0,216.44,7600
1181300,1177700,263900,4621,0,195.14,3600
1177300,1176000,262780,4341.2,0,188.44,1300
1136000,1134800,253280,41972,0,347.78,1200
1032700,1027500,229080,107830,0,4558.7,5200
889270,878170,198430,152200,0,8937.8,11100
915580,893260,205550,0,0.00374366,16527,22320
894820,872940,200950,34873,0,14222,21880
870700,851470,195930,36237,0,11690,19230
848310,827960,190830,35278,0,10513,20350
833380,810540,189490,28893,0,12562,22840
840650,815270,189070,7844.1,0,15583,25380
846930,818860,192870,9675.3,0,16480,28070
823340,792440,187960,39848,0,16159,30900
792020,754930,179330,49844,0,16584,37090
826490,780000,186720,0,0.0050863456,22327,46490
923290,862140,210080,0,0.0300252295,25453,61150
1029200,954770,230920,0,0.0345817565,24373,74430
1140200,1058900,256840,0,0.0388524947,21223,81300
1181300,1105600,264800,0,0.0123580843,12029,75700
1233700,1171800,275180,0,0.0184944974,8192,61900
1270800,1224200,284030,0,0.0132780895,6481.6,46600
1294200,1263400,289190,0,0.0089242681,4069.3,30800
1301600,1285400,290570,0,0.0027367437,1495.1,16200
1299200,1291300,290090,2771.4,0,641.33,7900
1298500,1294400,289700,1055.1,0,344.37,4100
1293600,1291500,288190,5052.9,0,156.02,2100
1232700,1230700,274860,61739,0,162.12,2000
1116000,1110400,249760,121340,0,3886.8,5600
993410,982040,220910,131900,0,9802.3,11370
982740,964610,221290,23691,0,14958,18130
947900,930350,211800,45850,0,11676,17550
908940,891680,205420,49013,0,9571.9,17260
883230,865980,197770,35166,0,11213,17250
865230,844910,198040,29648,0,10806,20320
875410,851850,200080,3491.9,0,13319,23560
857010,830580,196930,33945,0,13058,26430
847110,818890,193100,24787,0,15602,28220
820450,787280,186070,43620,0,15525,33170
859760,815070,193280,0,0.0069742051,22747,44690
946970,892370,214340,0,0.0274822741,24665,54600
1038700,971680,235570,0,0.0294601766,22835,67020
1142600,1068700,257570,0,0.0372186698,16662,73900
1205000,1136300,270020,0,0.0219657227,10378,68700
1226800,1172000,274690,0,0.0061777372,7661.3,54800
1267400,1225200,282750,0,0.0152307625,5749.2,42200
1288000,1260200,287780,0,0.0076875897,3199.1,27800
1298900,1282300,290230,0,0.0041828701,1337,16600
1297700,1288200,289840,1503.1,0,185.83,9500
1294700,1290600,289140,3120.4,0,104.33,4100
1286200,1284000,287100,8719.3,0,273.75,2200
1230900,1228800,274260,56059,0,570.47,2100
1136600,1131900,250830,97811,0,3745.4,4700
965650,956540,215900,178400,0,8848.8,9110
954450,939410,212970,22753,0,12257,15040
930410,912490,207640,35803,0,11765,17920
876790,860640,195970,62612,0,9714.3,16150
869770,854100,191570,15804,0,11544,15670
834490,815990,187850,45419,0,11505,18500
853140,831400,190970,0,0.002417939,14982,21740
852840,827720,189740,14471,0,15406,25120
846230,817390,188320,21975,0,15225,28840
829400,795060,185990,34474,0,15401,34340
872610,829000,195740,0,0.00930271,24096,43610
941620,887720,211530,0,0.0197176911,23378,53900
1040000,976350,232230,0,0.0335395189,23776,63650
1132000,1064100,251530,0,0.032975336,19180,67900
1197400,1133400,265980,0,0.023300274,10205,64000
1227600,1176000,272100,0,0.0097881596,8015.2,51600
1270000,1230500,283430,0,0.0154826221,5051.1,39500
1297900,1270000,288730,0,0.0106838053,2783.1,27900
1305900,1289100,290290,0,0.0030185741,1069.1,16800
1300900,1293100,289160,5201.6,0,275.32,7800
1300800,1296900,289210,238.87,0,221.75,3900
1290800,1288900,286940,10308,0,139.21,1900
1229100,1227700,274390,62392,0,245.9,1400
1100600,1097300,246760,131120,0,3807.7,3300
980320,970720,218510,128620,0,6823.6,9600
962280,945490,213990,30712,0,11251,16790
913490,897640,205010,58642,0,11628,15850
858860,844380,194670,62835,0,7327.4,14480
842390,826720,189420,25744,0,10623,15670
839120,818860,187400,14948,0,9439.9,20260
837310,813290,186160,15694,0,13907,24020
837030,810110,185040,15326,0,13412,26920
813000,785840,181760,37487,0,16386,27160
827090,793510,182910,3745.7,0,18528,33580
829690,788010,186690,18409,0,22029,41680
912770,858140,206670,0,0.0249493236,24604,54630
1006000,941040,224930,0,0.0310404976,23833,64960
1097200,1025200,245860,0,0.0312123189,18096,72000
1136800,1069300,254240,0,0.0123032755,9686.7,67500
1175700,1120200,262570,0,0.013487755,7449.7,55500
1228700,1187600,274050,0,0.0203158032,4399.5,41100
1245700,1217600,279370,0,0.0061620775,2581.5,28100
1254600,1236900,280780,0,0.0032506851,1235.9,17700
1250100,1240300,280030,4714.4,0,222.22,9800
1246700,1242000,279100,3631.4,0,108.8,4700
1233300,1231300,276180,13505,0,128.44,2000
1171500,1170300,261870,62235,0,480.8,1200
1073700,1068400,241780,102650,0,3892.5,5300
951460,940770,214710,130910,0,7116.2,10690
